Gene	Root	Stamen	Pistil	Leaf	Perisperm	Endosperm
Cc01t04030.1	0.5	0.0	0.1	0.0	0.1	0.0
Cc01t04040.1	27.3	1.4	1.1	15.4	4.2	5.3
Cc01t04050.1	1.2	0.8	0.2	0.0	0.9	0.0
Cc01t04060.1	2.7	2.2	4.2	206.5	5.9	0.8
Cc01t04070.1	15.3	4.0	4.5	14.5	3.0	6.3
Cc01t04080.1	0.3	0.7	0.3	0.2	0.0	0.2
Cc01t04090.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc01t04100.1	0.1	0.0	0.0	0.0	0.0	0.0
Cc01t04110.1	0.0	0.0	0.0	0.0	0.1	0.1
Cc01t04120.1	24.4	13.4	18.4	30.6	17.1	22.1
Cc01t04130.1	24.3	8.4	10.9	12.4	13.7	27.4
Cc01t04140.1	24.1	127.4	43.6	26.2	45.3	6.6
Cc01t04150.1	10.6	0.3	1.8	24.1	0.2	0.2
Cc01t04160.1	0.1	0.0	0.0	0.0	0.1	0.1
Cc01t04170.1	0.6	0.2	2.8	0.4	8.2	0.2
Cc01t04180.1	0.0	0.8	0.0	0.0	0.1	0.2
Cc01t04190.1	0.2	0.0	0.0	0.1	0.2	0.7
Cc01t04200.1	25.9	23.2	11.8	16.7	8.8	20.3
Cc01t04210.1	0.0	2.1	0.0	0.1	0.0	2.1
Cc01t04220.1	0.0	7.5	10.3	0.1	4.4	4.2
Cc01t04230.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc01t04240.1	6.0	0.2	0.1	2.4	1.1	2.2
Cc01t04250.1	3.1	2.7	0.9	1.5	1.0	2.0
Cc01t04260.1	68.1	5.8	0.9	6.6	8.1	13.4
Cc01t04270.1	21.4	0.0	0.0	8.7	0.6	15.0
Cc01t04280.1	10.8	0.8	1.3	4.3	1.3	6.1
Cc01t04290.1	4.4	3.6	3.1	7.1	2.2	4.2
Cc01t04300.1	11.9	0.8	1.6	1.0	0.6	18.5
Cc01t04310.1	6.1	0.0	0.1	0.0	0.0	0.2
Cc01t04320.1	1.1	0.3	29.7	40.4	4.4	0.1
Cc01t04330.1	17.1	4.0	4.1	6.8	2.5	2.6
Cc01t04340.1	2.1	0.2	0.2	0.3	1.3	0.3
Cc01t04350.1	6.6	0.0	0.2	6.1	2.1	0.1
Cc01t04360.1	0.2	0.5	0.4	1.0	0.2	0.2
Cc01t04370.1	0.7	60.9	1.1	1.5	3.9	11.6
Cc01t04380.1	0.0	14.9	9.7	0.3	14.7	0.4
Cc01t04390.1	27.1	0.6	7.2	8.6	16.5	2.2
Cc01t04400.1	1.2	1.3	1.6	0.7	9.9	14.5
Cc01t04410.1	25.5	3.0	7.5	45.6	4.7	0.4
Cc01t04420.1	1.6	4.5	0.0	1.1	14.4	12.5
Cc01t04430.1	8.7	2.9	5.7	9.5	9.5	7.0
Cc01t04440.1	523.4	177.0	150.2	1117.9	177.9	68.3
Cc01t04450.1	264.4	49.5	47.7	628.0	63.4	22.9
Cc01t04460.1	0.0	0.0	0.0	0.3	0.0	0.1
Cc01t04470.1	65.4	70.3	85.4	54.4	50.6	53.1
Cc01t04480.1	28.5	1.8	4.1	4.4	1.4	0.1
Cc01t04490.1	16.2	7.6	2.7	7.0	2.5	6.3
Cc01t04500.1	33.2	2.6	5.7	15.8	2.9	5.3
Cc01t04510.1	26.9	0.4	0.2	0.1	0.1	0.0
Cc01t04520.1	75.7	35.3	37.7	37.9	21.3	54.2
Cc01t04530.1	1.3	0.0	0.1	0.5	4.4	1.7
Cc01t04540.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc01t04550.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc01t04560.1	0.0	0.0	0.0	0.1	0.1	0.1
Cc01t04570.1	0.3	0.1	1.1	1.1	4.8	3.7
Cc01t04580.1	0.6	0.0	0.6	6.3	0.5	0.9
Cc01t04590.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc01t04600.1	0.0	0.0	0.0	0.0	1.7	0.1
Cc01t04610.1	0.0	0.0	0.0	0.0	0.0	0.2
Cc01t04620.1	61.6	67.6	47.3	29.3	105.3	123.9
Cc01t04630.1	1.6	2.0	2.8	54.1	1.5	1.6
Cc01t04640.1	1.6	0.3	0.0	0.1	2.7	0.1
Cc01t04650.1	11.9	11.6	14.5	12.1	7.3	7.1
Cc01t04660.1	5.8	2.7	10.5	8.2	40.0	7.3
Cc01t04670.1	6.7	5.9	58.5	12.4	18.7	3.7
Cc01t04680.1	10.3	9.1	93.1	18.2	33.5	5.4
Cc01t04690.1	17.7	104.8	8.7	14.1	61.1	6.8
Cc01t04700.1	59.4	18.2	18.0	33.3	20.9	38.8
Cc01t04710.1	2.2	0.8	0.0	2.1	3.6	4.1
Cc01t04720.1	0.4	35.3	225.6	26.3	1.6	2.3
Cc01t04730.1	0.1	0.0	0.0	1.7	0.1	0.0
Cc01t04740.1	18.0	37.4	1.4	3.1	71.8	6.6
Cc01t04750.1	107.2	159.2	85.9	89.4	25.8	89.4
Cc01t04760.1	7.3	221.9	4.7	1.4	9.1	12.9
Cc01t04770.1	0.0	0.0	0.0	0.4	0.4	1.0
Cc01t04780.1	3.7	2.2	8.2	25.0	4.4	0.1
Cc01t04790.1	0.0	0.0	0.0	0.0	0.0	0.1
Cc01t04800.1	0.0	0.0	0.0	0.0	0.1	0.4
Cc01t04810.1	117.3	211.4	210.6	73.9	56.5	123.6
Cc01t04820.1	0.2	0.1	0.0	0.1	0.0	0.0
Cc01t04830.1	0.0	0.0	0.0	0.0	0.1	0.1
Cc01t04840.1	0.1	0.0	0.0	0.0	0.6	14.5
Cc01t04850.1	2.4	0.3	1.2	0.0	0.1	0.1
Cc01t04860.1	62.1	3.6	15.4	38.4	20.1	12.9
Cc01t04870.1	0.0	0.8	0.4	0.0	0.3	19.1
Cc01t04880.1	0.3	0.0	0.0	0.7	0.2	13.0
Cc01t04890.1	41.6	12.5	17.3	26.0	45.6	31.4
Cc01t04900.1	0.2	0.2	4.4	0.6	2.0	0.4
Cc01t04910.1	6.4	16.7	6.3	9.9	5.7	3.5
Cc01t04920.1	20.7	3.0	14.2	19.3	9.4	20.5
Cc01t04930.1	7.3	0.0	2.4	9.6	4.8	6.4
Cc01t04940.1	0.0	3.2	39.4	11.9	9.1	0.5
Cc01t04950.1	0.1	0.0	0.0	0.0	0.2	4.6
Cc01t04960.1	7.1	35.1	1233.0	53.4	12.3	49.1
Cc01t04970.1	7.6	39.5	3.5	11.6	5.7	5.3
Cc01t04980.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc01t04990.1	0.0	0.0	0.0	0.9	0.0	0.0
Cc01t05000.1	0.0	0.0	0.2	30.6	0.1	0.0
Cc01t05010.1	0.0	0.0	0.3	36.6	0.0	0.0
Cc01t05020.1	37.9	4.9	3.6	3.5	4.8	0.1
Cc01t05030.1	99.4	85.1	111.5	76.4	130.7	162.5
Cc01t05040.1	5.7	1.3	1.1	3.1	0.9	1.9
Cc01t05050.1	26.1	12.5	5.0	21.2	9.5	11.2
Cc01t05060.1	22.1	10.3	9.6	18.0	15.5	19.3
Cc01t05070.1	47.8	2.5	1.8	90.2	42.0	15.9
Cc01t05080.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc01t05090.1	0.0	0.0	0.0	0.0	0.1	0.1
Cc01t05100.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc01t05110.1	29.2	7.0	21.3	24.8	17.5	30.3
Cc01t05120.1	0.0	0.0	0.0	0.0	0.0	0.4
Cc01t05130.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc01t05140.1	0.0	0.6	0.4	1.1	0.1	0.0
Cc01t05150.1	11.2	12.1	8.5	18.2	30.5	21.9
Cc01t05160.1	0.0	16.7	0.2	2.1	0.1	0.3
Cc01t05170.1	0.0	11.9	1.2	46.5	0.1	0.1
Cc01t05180.1	84.0	302.5	16.8	11.5	24.3	423.9
Cc01t05190.1	11.3	6.9	1.1	12.2	5.2	8.3
Cc01t05200.1	31.6	22.8	9.7	31.8	8.5	19.2
Cc01t05210.1	59.1	3.3	6.2	38.6	3.8	1.2
Cc01t05220.1	5.6	0.2	0.8	4.1	0.5	0.2
Cc01t05230.1	4.0	0.0	0.0	4.0	0.7	0.1
Cc01t05240.1	23.4	0.0	0.0	12.2	0.2	0.0
Cc01t05250.1	77.1	9.4	13.3	77.8	11.0	31.4
Cc01t05260.1	67.8	9.1	8.8	143.7	5.4	4.3
Cc01t05270.1	2.3	0.0	0.0	2.4	0.3	0.1
Cc01t05280.1	1.8	0.0	0.3	2.8	0.8	0.3
Cc01t05290.1	0.0	0.0	0.0	0.2	0.1	0.0
Cc01t05300.1	0.0	0.0	0.0	0.1	0.0	0.0
Cc01t05310.1	21.8	4.6	3.4	4.4	35.9	7.2
Cc01t05320.1	94.2	28.6	39.9	52.1	44.0	123.1
Cc01t05330.1	0.0	54.4	0.0	0.0	0.1	0.0
Cc01t05340.1	25.1	7.4	15.1	33.7	49.7	20.0
Cc01t05350.1	0.0	0.1	2.3	0.0	0.0	0.1
Cc01t05360.1	28.5	4.3	21.2	39.5	11.8	9.7
Cc01t05370.1	39.3	10.3	31.6	45.5	17.5	38.2
Cc01t05380.1	0.7	0.4	0.6	0.6	2.9	3.3
Cc01t05390.1	2.5	38.8	43.7	52.3	28.4	53.7
Cc01t05400.1	35.7	25.7	55.9	27.8	22.5	13.5
Cc01t05410.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc01t05420.1	0.5	0.0	0.0	0.0	0.0	0.2
Cc01t05430.1	0.6	0.0	0.0	0.0	0.3	0.3
Cc01t05440.1	4.8	0.0	23.7	0.0	1.4	0.7
Cc01t05450.1	1.1	0.0	0.7	11.5	0.0	0.2
Cc01t05460.1	0.0	0.0	0.0	0.0	0.0	0.3
Cc01t05470.1	3.3	0.3	0.5	4.2	0.5	0.8
Cc01t05480.1	0.1	0.0	2.0	0.3	0.1	0.8
Cc01t05490.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc01t05500.1	1.5	0.4	0.7	0.8	0.1	0.1
Cc01t05510.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc01t05520.1	0.1	0.0	0.0	0.0	0.1	0.1
Cc01t05530.1	128.5	107.8	192.2	68.5	80.6	81.1
Cc01t05540.1	21.5	2.2	10.1	17.5	10.8	9.3
Cc01t05550.1	11.4	0.2	0.2	5.7	1.9	1.7
Cc01t05560.1	119.0	0.0	0.0	0.0	1.3	5.3
Cc01t05570.1	2.9	0.0	0.4	0.0	0.8	0.7
Cc01t05580.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc01t05590.1	135.6	819.7	456.9	241.4	796.3	328.0
Cc01t05600.1	124.2	42.8	44.0	51.4	349.5	188.1
Cc01t05610.1	8.6	2.4	1.3	12.3	21.0	19.7
Cc01t05620.1	5.5	0.3	0.0	0.1	0.1	3.4
Cc01t05630.1	2.5	0.0	0.0	0.0	0.0	0.7
Cc01t05640.1	21.1	1.6	1.6	3.3	10.1	9.9
Cc01t05650.1	5.7	9.9	4.2	13.4	8.3	3.2
Cc01t05660.1	11.1	0.7	2.7	6.7	1.4	0.4
Cc01t05670.1	0.6	0.2	4.2	34.5	4.1	5.8
Cc01t05680.1	66.8	55.7	53.2	40.4	112.0	90.7
Cc01t05690.1	23.1	13.4	24.7	25.1	7.6	5.6
Cc01t05700.1	7.7	0.0	2.2	29.8	0.1	16.9
Cc01t05710.1	0.0	0.0	0.0	1.2	0.0	0.0
Cc01t05720.1	5.0	0.7	2.3	5.1	0.0	0.7
Cc01t05730.1	1.9	0.0	0.0	0.4	0.1	1.8
Cc01t05740.1	21.2	1.9	2.4	7.1	11.5	80.8
Cc01t05750.1	13.6	6.1	20.2	20.6	15.8	10.6
Cc01t05760.1	14.4	52.0	19.1	24.1	11.3	10.9
Cc01t05770.1	1.3	0.0	0.6	0.9	15.7	9.0
Cc01t05780.1	33.6	37.9	41.7	32.1	21.6	30.1
Cc01t05790.1	36.7	8.9	3.1	438.1	59.4	26.1
Cc01t05800.1	2.4	0.0	0.3	1.2	2.5	3.6
Cc01t05810.1	47.3	12.4	8.3	32.8	8.0	14.5
Cc01t05820.1	27.9	14.9	38.2	46.7	40.6	46.6
Cc01t05830.1	28.3	2.1	9.2	23.6	9.4	8.5
Cc01t05840.1	39.1	24.7	24.2	4.4	23.4	0.2
Cc01t05850.1	37.3	20.4	24.7	3.1	30.6	10.9
Cc01t05860.1	3.7	15.5	2.1	5.8	0.1	0.9
Cc01t05870.1	0.2	2.4	24.1	0.9	1.4	3.3
Cc01t05880.1	2.4	4.3	9.0	30.2	4.7	1.9
Cc01t05890.1	30.1	6.0	13.2	20.6	4.3	6.0
Cc01t05900.1	30.3	1.5	2.7	11.4	4.8	35.3
Cc01t05910.1	0.7	1.3	1.0	0.8	27.8	17.9
Cc01t05920.1	0.1	265.1	9025.6	551.5	1078.9	1.1
Cc01t05930.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc01t05940.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc01t05950.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc01t05960.1	0.2	0.0	0.0	0.0	0.0	0.2
Cc01t05970.1	9.6	14.0	0.3	6.8	1.1	12.1
Cc01t05980.1	0.0	0.0	0.0	0.0	0.1	0.1
Cc01t05990.1	26.9	2.9	6.5	18.4	5.2	8.0
Cc01t06000.1	3.8	7.3	6.4	33.3	4.7	4.4
Cc01t06010.1	5.6	12.0	7.4	8.6	5.9	16.4
Cc01t06020.1	0.0	0.0	0.1	0.0	5.0	0.0
Cc01t06030.1	0.0	0.0	0.0	0.1	0.1	0.2
Cc01t06040.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc01t06050.1	0.0	0.0	0.0	0.0	0.2	0.0
Cc01t06060.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc01t06070.1	0.0	0.0	0.0	0.0	0.5	0.0
Cc01t06080.1	38.0	5.7	14.9	15.5	24.5	73.2
Cc01t06090.1	45.9	10.7	17.8	30.8	36.8	32.5
Cc01t06100.1	19.3	11.6	7.4	14.3	8.7	16.0
Cc01t06110.1	1.9	3.7	3.7	1.8	6.4	19.9
Cc01t06120.1	0.1	0.0	0.0	0.2	0.0	0.0
Cc01t06130.1	0.0	0.0	1.2	0.3	0.0	0.2
Cc01t06140.1	0.1	13.1	1.3	0.4	0.1	2.1
Cc01t06150.1	0.0	0.2	4.4	1.8	0.0	1.0
Cc01t06160.1	1.4	3.1	4.6	1.9	6.5	14.3
Cc01t06170.1	0.0	0.0	0.0	0.0	0.0	0.1
Cc01t06180.1	3.1	3.6	4.8	3.8	2.2	5.1
Cc01t06190.1	0.0	0.2	12.0	0.8	0.1	0.7
Cc01t06200.1	7.1	1.8	18.9	1.6	5.5	15.0
Cc01t06210.1	0.1	0.1	0.0	0.0	2.1	3.7
Cc01t06220.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc01t06230.1	15.3	5.8	4.3	10.1	3.5	4.7
Cc01t06240.1	53.8	141.1	175.8	60.7	13.0	11.9
Cc01t06250.1	0.4	1.2	2.9	1.0	0.6	1.0
Cc01t06260.1	7.2	1.6	2.8	8.2	4.4	5.1
Cc01t06270.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc01t06280.1	0.0	0.1	1.2	0.0	0.0	0.1
Cc01t06290.1	0.0	0.0	0.2	0.0	0.0	0.0
Cc01t06300.1	0.1	0.0	1.1	0.0	0.0	0.0
Cc01t06310.1	20.7	14.0	26.1	16.0	12.0	9.8
Cc01t06320.1	7.9	3.9	0.9	13.6	9.5	15.9
Cc01t06330.1	8.1	7.1	17.0	40.7	2.1	4.4
Cc01t06340.1	31.2	54.1	43.3	27.1	47.2	115.2
Cc01t06350.1	0.0	13.1	6.2	0.3	0.2	1.3
Cc01t06360.1	0.1	9.6	0.0	0.0	0.4	3.6
Cc01t06370.1	23.7	10.3	13.1	14.7	30.2	53.9
Cc01t06380.1	67.5	175.0	261.1	71.2	93.6	88.3
Cc01t06390.1	20.5	2.5	4.7	14.7	11.7	13.0
Cc01t06400.1	49.9	19.6	25.1	36.4	16.7	33.5
Cc01t06410.1	81.1	42.9	71.7	66.1	60.0	47.8
Cc01t06420.1	7.9	0.8	2.0	4.0	0.9	1.7
Cc01t06430.1	25.4	8.6	11.0	12.0	5.7	13.4
Cc01t06440.1	18.8	1.7	2.2	13.2	2.2	5.1
Cc01t06450.1	1.9	0.4	1.8	1.6	0.3	1.7
Cc01t06460.1	3.8	0.0	0.1	0.0	0.0	0.1
Cc01t06470.1	80.7	16.3	16.6	41.4	16.8	31.8
Cc01t06480.1	13.6	5.5	10.6	16.6	7.2	8.1
Cc01t06490.1	14.7	1.4	11.4	0.5	0.0	0.3
Cc01t06500.1	0.0	0.0	0.0	0.0	0.1	0.0
Cc01t06510.1	0.6	0.6	1.9	0.3	0.6	0.5
Cc01t06520.1	14.7	5.0	10.6	10.1	7.2	8.4
Cc01t06530.1	1.8	5.6	32.2	55.5	19.2	180.8
Cc01t06540.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc01t06550.1	6.7	70.1	108.0	34.4	12.3	6.9
Cc01t06560.1	21.8	3.7	5.4	13.5	4.3	15.8
Cc01t06570.1	3.6	0.9	0.0	5.0	1.8	4.8
Cc01t06580.1	1.9	0.0	0.2	2.0	0.8	2.2
Cc01t06590.1	13.0	9.8	7.0	10.1	5.7	13.4
Cc01t06600.1	1.1	0.4	0.5	0.9	0.9	2.1
Cc01t06610.1	4.4	6.4	2.4	4.4	3.3	4.7
Cc01t06620.1	2.9	3.6	2.3	2.2	13.1	52.6
Cc01t06630.1	40.5	20.3	40.2	66.3	11.3	35.7
Cc01t06640.1	26.3	0.0	0.2	0.0	0.6	0.0
Cc01t06650.1	2.5	0.6	0.7	0.5	0.0	0.5
Cc01t06660.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc01t06670.1	36.7	12.5	28.1	32.8	31.5	14.9
Cc01t06680.1	26.1	0.2	4.1	2.1	0.6	4.8
Cc01t06690.1	43.5	14.6	23.0	58.4	11.6	16.3
Cc01t06700.1	5.9	3.6	6.6	25.4	3.1	0.7
Cc01t06710.1	0.0	0.0	0.0	0.0	0.0	0.1
Cc01t06720.1	0.1	0.4	1.5	0.4	2.8	0.0
Cc01t06730.1	70.1	50.9	48.2	43.0	62.9	78.7
Cc01t06740.1	36.1	29.0	31.0	19.1	7.3	25.6
Cc01t06750.1	1.9	11.3	19.8	3.8	34.0	11.9
Cc01t06760.1	14.5	1.1	4.1	2.2	1.7	5.2
Cc01t06770.1	557.6	2255.3	1327.0	439.1	1948.0	765.9
Cc01t06780.1	115.9	16.8	26.3	118.2	84.5	153.9
Cc01t06790.1	0.2	0.0	0.0	0.0	0.1	0.2
Cc01t06800.1	0.6	0.0	0.0	0.8	0.1	0.1
Cc01t06810.1	0.8	0.0	0.0	0.7	0.4	0.3
Cc01t06820.1	1.4	0.0	0.0	0.5	0.2	0.5
Cc01t06830.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc01t06840.1	0.0	0.0	0.0	0.0	0.5	0.5
Cc01t06850.1	0.0	0.0	0.3	0.1	0.3	0.2
Cc01t06860.1	7.8	0.7	0.5	12.4	2.9	4.0
Cc01t06870.1	0.5	0.7	0.0	0.1	0.1	0.2
Cc01t06880.1	0.5	2.3	0.3	2.8	5.6	5.5
Cc01t06890.1	0.0	0.0	0.1	0.0	0.4	0.2
Cc01t06900.1	0.0	1.4	0.2	0.0	0.5	0.2
Cc01t06910.1	0.8	0.1	0.0	0.1	0.1	0.6
Cc01t06920.1	62.8	1.8	5.5	24.6	21.1	34.6
Cc01t06930.1	0.0	0.0	0.0	0.1	0.1	0.1
Cc01t06940.1	209.5	83.2	184.4	117.9	194.1	217.9
Cc01t06950.1	244.3	50.3	85.1	138.4	99.6	141.0
Cc01t06960.1	43.5	20.5	15.3	35.7	36.5	22.6
Cc01t06970.1	37.4	0.0	0.0	0.0	484.5	11.5
Cc01t06980.1	17.3	0.3	0.1	0.0	0.4	0.5
Cc01t06990.1	0.1	0.0	0.1	0.1	1.3	9.0
Cc01t07000.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc01t07010.1	0.0	0.1	0.0	0.0	0.0	0.8
Cc01t07020.1	0.0	0.2	0.0	0.1	0.1	0.3
Cc01t07030.1	1.0	0.0	0.0	0.1	0.0	0.0
Cc01t07040.1	0.1	0.0	0.2	0.0	0.0	0.0
Cc01t07050.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc01t07060.1	0.0	0.0	0.0	0.0	0.0	0.2
Cc01t07070.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc01t07080.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc01t07090.1	339.3	530.2	335.5	172.0	634.4	375.8
Cc01t07100.1	55.8	19.7	37.3	37.1	38.8	81.1
Cc01t07110.1	109.6	11.1	31.0	118.3	68.3	144.8
Cc01t07120.1	89.4	80.0	65.4	46.7	62.3	68.8
Cc01t07130.1	0.1	0.5	0.8	7.2	0.2	0.3
Cc01t07140.1	42.5	13.9	36.2	27.0	55.0	30.0
Cc01t07150.1	33.6	57.7	34.2	29.1	34.4	49.1
Cc01t07160.1	14.7	4.7	4.4	13.2	5.4	15.8
Cc01t07170.1	151.0	547.6	232.0	270.0	830.7	337.1
Cc01t07180.1	11.0	8.2	4.4	7.7	4.3	5.2
Cc01t07190.1	15.4	0.0	0.1	1.0	0.1	0.3
Cc01t07200.1	3.4	0.0	0.2	0.3	0.0	0.1
Cc01t07210.1	0.1	0.0	0.0	0.1	1.7	2.2
Cc01t07220.1	2.8	1.6	2.2	8.9	1.7	1.1
Cc01t07230.1	0.2	0.2	0.7	4.8	1.0	0.1
Cc01t07240.1	1.9	18.4	14.9	46.2	1.6	0.8
Cc01t07250.1	4.3	5.6	4.6	19.8	6.1	2.0
Cc01t07260.1	4.8	7.7	9.5	10.7	4.8	4.1
Cc01t07270.1	4.7	1.3	1.4	5.3	2.3	0.6
Cc01t07280.1	0.7	0.1	0.6	1.9	0.4	0.4
Cc01t07290.1	6.4	0.7	1.9	6.4	2.2	1.6
Cc01t07300.1	24.7	3.3	12.5	15.1	10.5	11.3
Cc01t07310.1	0.1	4.6	0.3	0.4	0.4	2.1
Cc01t07320.1	1.3	4.9	6.8	4.8	8.4	13.1
Cc01t07330.1	0.5	0.1	1.8	0.9	5.7	7.9
Cc01t07340.1	0.1	0.0	0.0	0.1	0.1	0.2
Cc01t07350.1	0.0	0.1	0.1	0.2	0.2	0.2
Cc01t07360.1	41.3	37.3	25.6	32.3	83.6	51.8
Cc01t07370.1	204.3	26.3	21.9	66.5	39.8	44.3
Cc01t07380.1	253.1	43.0	51.9	101.3	72.3	67.1
Cc01t07390.1	1.8	29.5	4.1	0.1	0.6	8.4
Cc01t07400.1	0.5	0.2	1.0	0.0	18.2	2.4
Cc01t07410.1	287.8	496.2	887.3	117.6	2447.5	313.8
Cc01t07420.1	39.6	136.3	439.1	20.2	98.1	137.3
Cc01t07430.1	26.3	36.4	38.4	37.2	37.5	44.6
Cc01t07440.1	2.3	50.4	3.4	6.2	5.1	25.4
Cc01t07450.1	0.4	1.9	4.7	61.3	19.7	22.1
Cc01t07460.1	30.8	22.6	26.0	22.9	20.0	24.8
Cc01t07470.1	4.0	1.7	1.9	2.5	2.1	3.1
Cc01t07480.1	1.0	0.3	6.1	16.0	37.5	25.1
Cc01t07490.1	568.3	29.7	127.8	327.4	85.8	525.9
Cc01t07500.1	0.0	5.7	83.9	4.4	17.3	1.1
Cc01t07510.1	7.3	0.4	0.1	1.9	2.7	2.8
Cc01t07520.1	0.1	0.0	0.7	5.8	2.9	0.4
Cc01t07530.1	14.6	7.4	48.1	86.5	5.8	46.8
Cc01t07540.1	14.2	10.8	18.8	4.5	12.5	35.6
Cc01t07550.1	12.4	36.8	55.5	19.0	72.3	37.0
Cc01t07560.1	27.9	19.0	26.7	24.8	33.8	36.6
Cc01t07570.1	71.6	238.9	101.4	32.3	307.3	189.4
Cc01t07580.1	50.3	19.0	23.9	40.9	19.5	35.9
Cc01t07590.1	28.9	26.4	13.4	33.3	15.3	16.2
Cc01t07600.1	8.2	16.4	20.3	11.1	12.7	12.8
Cc01t07610.1	22.2	29.3	29.1	19.9	20.1	34.1
Cc01t07620.1	6.6	52.5	547.2	21.2	61.4	27.6
Cc01t07630.1	0.1	0.0	0.4	0.0	0.4	5.2
Cc01t07640.1	170.5	1.4	11.5	67.0	2.4	15.4
Cc01t07650.1	109.3	0.0	0.6	41.2	2.2	12.0
Cc01t07660.1	1.3	0.0	0.0	0.0	0.1	0.3
Cc01t07670.1	148.7	10.1	36.0	66.3	4.2	0.7
Cc01t07680.1	0.0	0.3	0.0	0.0	44.3	860.5
Cc01t07690.1	16.4	20.5	25.6	20.3	18.0	20.5
Cc01t07700.1	0.2	0.2	2.7	1.7	0.1	0.2
Cc01t07710.1	35.5	7.0	15.6	26.2	11.1	21.9
Cc01t07720.1	0.0	0.3	0.1	0.1	0.0	0.2
Cc01t07730.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc01t07740.1	2.7	0.8	4.8	7.3	17.9	10.1
Cc01t07750.1	172.2	177.5	129.4	182.1	452.0	507.6
Cc01t07760.1	46.5	8.4	17.9	35.7	24.6	18.5
Cc01t07770.1	49.4	15.4	62.2	63.3	82.6	52.6
Cc01t07780.1	9.7	7.5	8.2	18.2	6.8	9.5
Cc01t07790.1	57.4	19.3	21.6	25.1	15.9	59.1
Cc01t07800.1	56.5	38.4	38.7	38.0	40.7	65.2
Cc01t07810.1	87.4	28.7	25.4	57.8	25.4	25.7
Cc01t07820.1	42.0	43.9	34.4	43.0	41.0	36.1
Cc01t07830.1	4.0	20.1	5.9	16.8	6.1	1.8
Cc01t07840.1	17.1	42.3	17.9	11.0	23.7	13.1
Cc01t07850.1	5.9	29.0	4.4	7.5	2.5	2.2
Cc01t07860.1	0.0	63.2	252.9	118.0	2.9	1.1
Cc01t07870.1	4.6	2.0	5.6	4.9	8.0	11.4
Cc01t07880.1	20.3	14.5	16.2	13.0	16.1	24.2
Cc01t07890.1	18.1	7.3	34.9	40.2	5.6	8.3
Cc01t07900.1	47.8	11.0	13.3	28.1	17.5	22.3
Cc01t07910.1	73.6	328.1	138.9	42.6	151.4	105.8
Cc01t07920.1	0.2	0.0	0.0	0.1	0.3	0.5
Cc01t07930.1	1.3	0.0	0.1	0.3	0.1	0.5
Cc01t07940.1	7.3	0.8	3.6	7.5	1.9	2.5
Cc01t07950.1	6.7	1.1	3.2	11.3	2.6	3.0
Cc01t07960.1	53.7	33.8	64.4	47.6	28.7	81.5
Cc01t07970.1	38.5	116.3	20.8	29.2	25.0	19.0
Cc01t07980.1	18.1	13.2	17.1	25.1	5.7	17.8
Cc01t07990.1	12.0	3.4	9.1	10.3	9.5	14.9
Cc01t08000.1	0.4	0.8	0.1	0.5	1.2	2.1
Cc01t08010.1	23.3	34.0	5.6	3.2	39.1	23.6
Cc01t08020.1	0.5	2.7	21.8	12.0	34.9	6.5
Cc01t08030.1	18.2	37.3	18.3	18.0	11.7	21.2
Cc01t08040.1	4.5	0.3	0.7	7.1	0.6	1.6
Cc01t08050.1	5.4	0.8	2.3	11.0	1.7	3.9
Cc01t08060.1	5.5	0.3	2.3	11.6	0.5	2.2
Cc01t08070.1	2.8	3.8	2.8	2.6	1.7	2.0
Cc01t08080.1	10.5	8.3	4.2	8.9	0.1	0.9
Cc01t08090.1	64.8	8.3	8.0	51.3	2.5	6.5
Cc01t08100.1	51.7	4.1	2.7	50.6	1.6	3.0
Cc01t08110.1	7.8	2.3	3.6	9.5	1.0	1.5
Cc01t08120.1	8.3	0.3	2.5	8.2	0.6	1.5
